"STRATO","M1","S1","N","DOM1","COST","CENS","SOLUZ"
"451",31,14825.71752,4391.86888233418,25,15,1,0,5.37167897131725
"452",32,19232.9769230769,1534.90917801147,78,15,1,0,5.85730664438026
"453",1,42.8703,2.25503423588202,2,16,1,0,2
"454",2,204.6175,12.415734417464,2,16,1,0,2
"455",3,147.669825,102.298203863063,4,16,1,0,2
"456",4,54.8791333333333,1.61151095743278,3,16,1,0,2
"457",5,221.86958,151.607015738105,5,16,1,0,2
"458",6,136.7463,96.5870824303773,4,16,1,0,2
"459",7,54.2607,28.9821149298149,2,16,1,0,2
"460",8,40.92225,1.68888919152501,2,16,1,0,2
"461",9,248.978779166667,280.80208310664,36,16,1,0,2
"462",10,80.32365,39.8598567428591,2,16,1,0,2
"463",11,125.738972222222,143.551285018505,18,16,1,0,2
"464",12,229.535125,169.919875689253,8,16,1,0,2
"465",13,3980.28288888889,3251.50128865294,9,16,1,0,2
"466",14,424.027395962963,400.514315823465,27,16,1,0,2
"467",15,911.567554400001,985.448794759891,125,16,1,0,2.00616737307229
"468",16,899.835388604651,1104.11072374218,215,16,1,0,3.86610972162801
"469",17,227.500438125,245.05968319169,32,16,1,0,2
"470",18,877.7403,712.352819429936,134,16,1,0,2
"471",19,23667.7992240556,10452.6844129487,180,16,1,0,30.6424461017464
"472",20,611.458648192771,627.286984534186,83,16,1,0,2
"473",21,986.835823903226,1104.76106591071,155,16,1,0,2.78883709168204
"474",22,231.866833333333,104.283970932871,6,16,1,0,2
"475",23,2544.67118032967,2219.94911005708,273,16,1,0,9.87026364428191
"476",24,532.764728909091,782.185493963252,132,16,1,0,2
"477",25,569.974784659091,467.164624436849,88,16,1,0,2
"478",26,940.516373311688,585.351743063777,154,16,1,0,2
"479",27,367.514893793103,298.635877978066,29,16,1,0,2
"480",28,1035.42253448454,1145.82819701353,194,16,1,0,3.62029801897646
"481",29,1289.88038505747,756.018802076217,87,16,1,0,2
"482",30,301.144863265306,242.180719996525,49,16,1,0,2
"483",31,3296.88233699187,4108.86688014699,123,16,1,0,8.23095580769369
"484",32,355.157984188034,254.944563095206,117,16,1,0,2
"485",33,15599.7622707317,9924.51295120138,82,16,1,0,13.2539748624909
"486",34,522.556,635.009939707574,20,16,1,0,2
"487",35,269.190108686869,273.519466593876,99,16,1,0,2
"488",36,741.433620175439,885.358893003144,114,16,1,0,2
"489",37,6360.48225019738,5405.48323055129,304,16,1,0,26.7627782324763
"490",38,266.019690535715,370.235476819019,56,16,1,0,2
"491",39,46.72726,46.8564447304205,4,16,1,0,2
"492",40,272.421125172414,241.901983447809,29,16,1,0,2
"493",41,460.158104189189,529.813265660157,74,16,1,0,2
"494",42,355.584580904255,430.43775791448,94,16,1,0,2
"495",43,431.201122222222,457.010093300341,81,16,1,0,2
"496",44,831.015995804511,947.723283389278,133,16,1,0,2.05284556488673
"497",45,473.54285245614,596.226660210599,57,16,1,0,2
"498",46,246.276569378882,329.702788197023,161,16,1,0,2
"499",47,186.44145278481,185.887891930864,79,16,1,0,2
"500",48,505.544365695364,547.754876558374,151,16,1,0,2
"501",49,545.139009772727,576.481934369466,88,16,1,0,2
"502",50,2140.64356888889,1788.60408698998,45,16,1,0,2
"503",51,518.735312087912,599.042285022,91,16,1,0,2
"504",52,972.515256039603,1168.8726629874,101,16,1,0,2
"505",53,6484.74090756303,4239.22931416851,119,16,1,0,8.21593431368495
"506",54,3472.63738150794,3759.45426615681,126,16,1,0,7.71468927217077
"507",55,3887.16527860294,8419.78852645143,136,16,1,0,18.6493276669598
"508",56,635.877242285715,723.990922632628,70,16,1,0,2
"509",57,1611.16970288462,2000.05502410423,104,16,1,0,3.38764872308867
"510",58,1208.8178037037,993.987280997878,54,16,1,0,2
"511",59,2199.19948676191,3300.18855297253,105,16,1,0,5.64353392436156
"512",60,466.020175862069,564.170099820789,58,16,1,0,2
"513",61,1124.20339982954,571.766898499367,176,16,1,0,2
"514",62,571.421048,1069.02703919258,85,16,1,0,2
"515",63,595.810490163933,570.033727306338,122,16,1,0,2
"516",64,3385.68408762687,5641.46576216404,134,16,1,0,12.3117515393027
"517",65,31.544245,19.5017610732855,2,16,1,0,2
"518",66,7756.09962484471,6923.746203954,161,16,1,0,18.1547429193634
"519",67,850.770291686486,830.040653572788,185,16,1,0,2.50088763600306
"520",68,626.53913979386,902.150601684265,228,16,1,0,3.3499396060616
"521",69,1883.95093643119,2639.18156096619,109,16,1,0,4.68509987686922
"522",70,645.878944249999,931.675907467336,80,16,1,0,2
"523",71,491.078467037036,728.788069443067,81,16,1,0,2
"524",72,1806.61037880814,2078.20860337887,172,16,1,0,5.82157735619507
"525",73,467.756268681319,456.276571473559,91,16,1,0,2
"526",74,276.030915625,472.374765628569,16,16,1,0,2
"527",75,749.609769684211,1822.18112744923,95,16,1,0,2.81928017195216
"528",76,535.419604347826,609.682791332059,23,16,1,0,2
"529",77,229.921268125,371.206246029449,16,16,1,0,2
"530",78,145.757440909091,99.2560620286751,22,16,1,0,2
"531",79,2074.02461351351,2077.87174731309,74,16,1,0,2.50422614347271
"532",80,353.901581634146,591.092958096287,41,16,1,0,2
"533",81,365.732165485507,805.488888510147,138,16,1,0,2
"534",82,2748.48758846154,4557.33081786435,52,16,1,0,3.85955279723862
"535",83,152.051747368421,114.913658512174,19,16,1,0,2
"536",84,193.863939879518,246.29776161123,83,16,1,0,2
"537",85,929.06009060606,1464.20725171555,33,16,1,0,2
"538",86,1959.59488045454,1905.34576976781,22,16,1,0,2
"539",87,322.780904285714,524.557051430403,14,16,1,0,2
"540",88,10059.4813043478,586.596611106881,23,16,1,0,2
"541",89,192.60932,55.4716383854549,14,16,1,0,2
"542",90,159.219246170213,156.694827171491,47,16,1,0,2
"543",91,5503.32026714286,1713.33830016644,35,16,1,0,2
"544",92,10224.1404,15435.8065997925,7,16,1,0,2
"545",93,800.932771060606,255.334778011077,66,16,1,0,2
"546",94,1721.42091875,1219.29787675634,32,16,1,0,2
"547",95,378.508,340.533965186346,12,16,1,0,2
"548",96,55.6263666666667,6.57589630404046,6,16,1,0,2
"549",97,196.8928,199.66561245661,3,16,1,0,2
"550",98,1884.14072033898,1209.83477829101,59,16,1,0,2
"551",99,145.757507692308,65.0855584653889,13,16,1,0,2
"552",100,279.552,22.8572267018552,2,16,1,0,2
"553",101,394.330222222222,69.2690785264016,9,16,1,0,2
"554",102,75.7413,36.3051282927869,7,16,1,0,2
"555",103,246.223020408163,24.9040132428108,49,16,1,0,2
"556",104,4474.0014,2772.38293237311,7,16,1,0,2
"557",105,2377.004735,1402.85468813833,20,16,1,0,2
"558",106,1248.20367096774,986.71430492899,31,16,1,0,2
"559",107,261.29025,78.5890019667938,16,16,1,0,2
"560",108,2208.484475,761.637506682189,24,16,1,0,2
"561",109,93.9766779545455,164.230879742323,44,16,1,0,2
"562",110,1434.83350952381,1312.87825829391,84,16,1,0,2
"563",111,627.5335,25.2292962037688,4,16,1,0,2
"564",112,270.46248,275.096819036721,5,16,1,0,2
"565",113,120.2424,93.2126,2,16,1,0,2
"566",114,300.455666666667,16.7457228281444,3,16,1,0,2
"567",115,137.4034375,69.52111005855,8,16,1,0,2
"568",116,1017.49885294118,146.646290227694,34,16,1,0,2
"569",117,30.28125,14.4123937996087,4,16,1,0,2
"570",118,27.29765,11.49235,2,16,1,0,2
"571",119,166.513136666667,111.400489493602,3,16,1,0,2
"572",120,7927.35796956522,1848.33274325249,46,16,1,0,2
"573",121,21384.2287375,5641.6460730677,16,16,1,0,2
"574",122,170.607,0,1,16,1,0,1
"575",123,1960.16150869565,1148.63257593174,23,16,1,0,2
"576",124,96.52215,3.40262206256073,4,16,1,0,2
"577",125,43.7175333333333,20.8407861695281,6,16,1,0,2
"578",126,295.073368421053,17.3155430180124,19,16,1,0,2
"579",127,135.722166666667,42.2772948247802,3,16,1,0,2
"580",128,47.1832925,26.7100952321096,4,16,1,0,2
"581",129,338.43275,37.1329448687416,4,16,1,0,2
"582",130,1106.61913571429,1009.05684665231,7,16,1,0,2
"583",131,345.192028,271.633624543484,5,16,1,0,2
"584",132,22.17635,1.45978659442057,2,16,1,0,2
"585",133,19.52975,0.688050253433571,2,16,1,0,2
"586",134,43.607835,24.6836587689227,2,16,1,0,2
"587",135,4414.65107142857,899.571233930579,28,16,1,0,2
"588",136,185.239566666667,116.809358719634,3,16,1,0,2
"589",137,11658.9916666667,643.518978184455,12,16,1,0,2
"590",138,81.7130555555555,8.20595639236308,18,16,1,0,2
"591",139,769.48225,14.9054566188234,4,16,1,0,2
"592",140,21.781115,11.733224345661,2,16,1,0,2
"593",141,202.716,15.2359590880697,3,16,1,0,2
"594",142,2237.43375,168.494412264199,8,16,1,0,2
"595",1,516.7384,173.796248002769,5,17,1,0,2
"596",2,386.194555555556,150.935651363267,9,17,1,0,2.88469062665181
"597",3,1247.38866666667,655.533272995014,3,17,1,0,3
"598",4,267.899888888889,78.209604605998,9,17,1,0,2
"599",5,205.265921428571,84.0113889531029,14,17,1,0,2.49764724738096
"600",6,225.061309090909,163.730108219069,11,17,1,0,3.82460100369675
"601",7,792.084545454545,93.4732349570523,11,17,1,0,2.18345808309061
"602",8,244.206188888889,123.269115256701,9,17,1,0,2.35592623826901
"603",9,565.905333333333,159.24340660859,9,17,1,0,3.04346891043142
"604",10,334.240857142857,128.698895475812,7,17,1,0,2
"605",11,483.87,124.7312366594,6,17,1,0,2
"606",1,475.920164705882,300.357720970078,17,18,1,0,13.6218118162173
"607",2,96.7191195238095,78.1742180323896,21,18,1,0,4.37955510341042
"608",3,246.596833333333,60.9424571540418,6,18,1,0,2
"609",4,1319.196,340.405466477846,4,18,1,0,3.63248367791825
"610",5,1705.1655,862.3445,2,18,1,0,2
"611",1,172.187,0,1,19,1,0,1
"612",2,315.018,0,1,19,1,0,1
"613",3,208.015,0,1,19,1,0,1
"614",4,154.618,34.721,2,19,1,0,2
"615",5,408.129175,337.880074711326,16,19,1,0,4.64000498713656
"616",6,642.64379,467.989007978724,10,19,1,0,4.01671978734307
"617",7,372.901333333333,247.49818444856,9,19,1,0,2
"618",8,426.310764705882,312.857844594024,17,19,1,0,4.5649061518283
"619",9,595.153030434783,534.43732429481,23,19,1,0,10.5501953244018
"620",10,446.288705,385.83289860707,20,19,1,0,6.62315828799076
"621",11,216.96929,104.623050238096,40,19,1,0,3.59189185163748
"622",12,298.615643529412,170.245304981547,85,19,1,0,12.4202389912508
"623",13,261.275465151515,179.859464952617,66,19,1,0,10.1885672370235
"624",14,361.246429032258,294.5395908846,62,19,1,0,15.6736899642415
"625",15,874.056230769231,455.373074320619,13,19,1,0,5.08096944411096
"626",16,309.962297142857,241.386276771042,35,19,1,0,7.2513105269304
"627",17,540.918142857143,305.18760200649,7,19,1,0,2
"628",18,299.718023255814,253.487719148014,43,19,1,0,9.35537633567466
"629",19,1124.56209411765,813.918992285399,17,19,1,0,11.8758850997961
"630",20,669.9635,592.457582908614,6,19,1,0,3.0510153732592
"631",21,263.112666666667,55.1862955018927,3,19,1,0,2
"632",22,1190.443,1036.9525584607,6,19,1,0,5.34005857713463
"633",23,296.58935,173.242619705335,4,19,1,0,2
"634",24,1659.71563636364,480.474836250587,11,19,1,0,4.53627333997741
"635",1,33316.7105524476,29527.6799926668,143,20,1,0,28.0776433788638
"636",2,1758.125,34.220432675523,2,20,1,0,2
"637",3,473.048,0,1,20,1,0,1
"638",4,1706.565,51.8698179339392,2,20,1,0,2
"639",5,69834.8982648649,13710.2477076682,185,20,1,0,16.8660087175866
"640",6,2959.49,1105.11115311425,4,20,1,0,2
"641",7,826.902,0,1,20,1,0,1
"642",8,1008.17,0,1,20,1,0,1
"643",9,492.85,0,1,20,1,0,1
"644",10,1614.3768,1039.81631541904,5,20,1,0,2
"645",11,9440.95135964912,10989.4610560962,57,20,1,0,4.16530243921744
"646",12,1759.01339375,1553.7044749345,64,20,1,0,2
"647",13,6009.31646076389,8566.65348623662,288,20,1,0,16.4058591565455
"648",14,4370.09549400749,5242.16760489004,534,20,1,0,18.6143317588243
"649",15,4096.17177444134,5139.66463615063,716,20,1,0,24.4705141894017
"650",16,1875.87688039216,2356.18891880145,153,20,1,0,2.39715894228455
"651",17,6334.85587628866,9584.07282990934,388,20,1,0,24.7273241218872
"652",18,4261.85788046875,3806.17928029078,128,20,1,0,3.23962320473815
"653",19,16955.828525641,13664.9511616981,117,20,1,0,10.6313700797149
"654",20,4001.18385495208,3626.19015367456,313,20,1,0,7.5472754840215
"655",21,1969.21369565217,1686.84646639091,46,20,1,0,2
"656",22,1936.79330928571,1553.0805919188,140,20,1,0,2
"657",23,3557.5310516432,3897.77777265044,213,20,1,0,5.52067230046743
"658",24,32491.9505581396,27299.8265748101,43,20,1,0,7.80591170221429
"659",25,54869.0055,24003.6580326483,34,20,1,0,5.42689774634872
"660",26,39823.1769230769,1958.04298474504,26,20,1,0,2
"661",27,1498.42294705882,1272.4162748242,17,20,1,0,2
"662",28,26802.3695652174,1346.53256667296,46,20,1,0,2
"663",1,15.3766222222222,11.1682290590399,27,21,1,0,2
"664",2,175.760828703704,97.4440917770257,108,21,1,0,8.29100409098663
"665",3,30.0793994871795,42.0581467370654,39,21,1,0,2
"666",4,50.1753756818182,35.4856811170022,132,21,1,0,3.69024277457017
"667",5,3.04064946666667,2.37785443925278,15,21,1,0,2
"668",6,33.7507962657342,46.496348829692,143,21,1,0,5.23820812801527
"669",7,23.970139588785,25.0620717882545,321,21,1,0,6.33796539839383
"670",8,40.0055563906705,48.0642291961895,686,21,1,0,25.9761007139944
"671",9,43.8038275284404,50.2056050754047,545,21,1,0,21.5564166710262
"672",10,39.2653704685039,37.2626334891498,762,21,1,0,22.3695052067991
"673",11,11.9095139375,11.678139437313,144,21,1,0,2
"674",12,13.9416707948718,9.3993892275797,39,21,1,0,2
"675",13,226.745288167959,124.150802758514,387,21,1,0,37.8519588141144
"676",14,33.4489896964286,58.0600735430079,56,21,1,0,2.56149475194835
"677",15,96.094460115727,105.705289158971,674,21,1,0,56.1286345139011
"678",16,18.5295145945946,27.9993879788887,37,21,1,0,2
"679",17,40.39762937577,33.8444669012552,487,21,1,0,12.98507614675
"680",18,43.5090095392157,35.7810018603974,102,21,1,0,2.87528255987156
"681",19,42.9506936950262,47.3815330641385,764,21,1,0,28.5187396769686
"682",20,26.9216738692308,32.4394039447469,130,21,1,0,3.32234003682807
"683",21,23.4297361078611,26.118056382087,547,21,1,0,11.2552732541489
"684",22,127.545056127451,114.325374447517,102,21,1,0,9.18693547434655
"685",23,27.3578116868687,29.8841386179325,99,21,1,0,2.33079350187001
"686",24,12.586480948718,14.832705844151,117,21,1,0,2
"687",25,9.77591356862744,9.8352843428781,51,21,1,0,2
"688",26,51.4745132,44.2824854538422,90,21,1,0,3.13980270944922
"689",27,28.2358198039216,27.9390659661257,459,21,1,0,10.1030483274692
"690",28,8.048505,2.73433540708296,12,21,1,0,2
"691",29,39.0085772754491,38.149001401246,167,21,1,0,5.01911916809381
"692",30,34.511066,95.6379222351604,16,21,1,0,2
"693",31,23.868883030303,17.7086757871025,66,21,1,0,2
"694",32,21.6903105138889,20.7070500860301,144,21,1,0,2.34913831230749
"695",33,59.9829877192982,35.8312887220244,57,21,1,0,2
"696",34,46.0167748717949,39.6820517890939,39,21,1,0,2
"697",35,12.8384576666667,8.23042351952397,12,21,1,0,2
"698",36,424.270272727273,28.2491539284851,44,21,1,0,2
"699",1,22458.202825,10699.7198619542,40,22,1,0,3.45670583896546
"700",2,642.047,0,1,22,1,0,1
"701",3,242.205,0,1,22,1,0,1
"702",4,107.316,0,1,22,1,0,1
"703",5,606.537,44.8758721586556,4,22,1,0,2
"704",6,313.0315,27.7019688131548,2,22,1,0,2
"705",7,8622.90579310345,11857.7368828649,29,22,1,0,2.77734500672544
"706",8,1724.14166846847,1443.68912700803,111,22,1,0,2
"707",9,4143.40352721088,7135.22891501938,147,22,1,0,8.47140159356536
"708",10,3422.874625,2712.06024262633,8,22,1,0,2
"709",11,4648.82213869347,5996.35514823084,398,22,1,0,19.2752688296246
"710",12,2684.16405084175,3292.08661096365,297,22,1,0,7.89691978322302
"711",13,5141.04333922652,5700.45682808301,362,22,1,0,16.6666477292973
"712",14,20870.7745578947,15593.2072248931,95,22,1,0,11.9643492072474
"713",15,22726.5809714286,33958.6716001444,35,22,1,0,9.59950329805304
"714",16,7425.11820588235,9867.60834345274,68,22,1,0,5.41939543181573
"715",17,13766.7495876847,13220.0265555431,203,22,1,0,21.6749642649183
"716",18,1877.00061823899,1742.26134208855,159,22,1,0,2.23738359525755
"717",19,2648.78917777778,2142.31629451091,45,22,1,0,2
"718",20,2384.62846540084,3585.26611670957,237,22,1,0,6.86277510930482
"719",21,2408.34652631579,1722.35060810767,76,22,1,0,2
"720",22,2255.92777714286,2043.91594115216,35,22,1,0,2
"721",23,3031.97114224138,2527.3220984104,232,22,1,0,4.73563917279341
"722",24,1939.86107,1572.24474108399,80,22,1,0,2
"723",25,333.63,0,1,22,1,0,1
"724",26,12765.1844,4840.1830974237,60,22,1,0,2.34554119973383
"725",27,6245.314,4385.37813155202,22,22,1,0,2
"726",28,1451.52277272727,1265.29418254452,22,22,1,0,2
"727",29,1434.3614,682.499022292955,5,22,1,0,2
"728",30,44210.1064,16207.8699716361,60,22,1,0,7.85429518121385
"729",31,3327.6975,212.591799381026,4,22,1,0,2
"730",32,284.637,0,1,22,1,0,1
"731",33,97641.025,7964.43497201088,104,22,1,0,6.68988010808857
"732",34,4649.722,460.984481835127,5,22,1,0,2
"733",1,72.7147,0,1,23,1,0,1
"734",2,420.333757142857,234.482244450716,7,23,1,0,2
"735",3,1137.80573703704,1390.57691610756,27,23,1,0,2
"736",4,583.67440625,602.99209891503,32,23,1,0,2
"737",5,401.3793,352.3847,2,23,1,0,2
"738",6,141.8825,1.366483854643,2,23,1,0,2
"739",7,1932.894,1062.15977276376,54,23,1,0,2
"740",8,649.729739130435,453.320276261523,23,23,1,0,2
"741",9,134.1365,0.434517117039138,2,23,1,0,2
"742",10,1531.1328,844.495519983472,56,23,1,0,2
"743",11,58.3599,0,1,23,1,0,1
"744",12,50.18695,13.83065,2,23,1,0,2
"745",13,226.808938461538,115.53945749124,13,23,1,0,2
"746",14,287.95264,116.496829621146,5,23,1,0,2
"747",15,167.169075,141.139132211929,4,23,1,0,2
"748",16,117.55916,30.3817389715006,5,23,1,0,2
"749",17,223.4121,113.197762764834,8,23,1,0,2
"750",18,175.7416,132.334196933081,6,23,1,0,2
"751",19,780.202080246914,421.251924590096,81,23,1,0,2
"752",20,3457.2653133515,4979.35624142391,367,23,1,0,13.3537914688226
"753",21,14096.0728781915,10669.6572109272,188,23,1,0,14.6579637570055
"754",22,3019.56627712766,2432.36822007028,188,23,1,0,3.34158488025747
"755",23,2454.6760391635,1842.82558457051,263,23,1,0,3.54164729835876
"756",24,1329.59268169014,1156.779244047,71,23,1,0,2
"757",25,3483.4774734375,2619.99703276874,192,23,1,0,3.67593104077083
"758",26,5300.07283090909,2915.68272115757,220,23,1,0,4.68735958724964
"759",27,811.389270731708,1169.82252149311,82,23,1,0,2
"760",28,1379.58248642534,1708.04651978705,221,23,1,0,2.75840032872683
"761",29,2440.16920657343,2661.98515815416,715,23,1,0,13.9083944474797
"762",30,1148.30413380952,1301.06673763649,420,23,1,0,3.9931368278069
"763",31,4815.03575955057,4217.46661367642,89,23,1,0,2.74288113406802
"764",32,19747.6063614173,4326.73537789168,127,23,1,0,4.01540525499046
"765",33,2127.92979459459,1583.57880286487,296,23,1,0,3.42528504411873
"766",34,1840.76762818182,2010.31105455192,330,23,1,0,4.84777581929392
"767",35,7520.19430495049,5361.98718269216,202,23,1,0,7.91484598523635
"768",36,2267.96673,1856.47020864673,140,23,1,0,2
"769",37,203.9165,2.85282230869712,2,23,1,0,2
"770",38,3368.26332035714,3633.82918194391,280,23,1,0,7.43511802667518
"771",39,1673.44568085106,1811.44180827693,141,23,1,0,2
"772",40,1709.25053043478,1045.8680898723,23,23,1,0,2
"773",41,1322.99616900585,1587.01294385123,171,23,1,0,2
"774",42,1294.87177253086,993.468042554524,324,23,1,0,2.35214580372615
"775",43,23421.8736011905,8499.61095026621,168,23,1,0,10.4345483673318
"776",44,2154.39854141689,1684.62885333588,367,23,1,0,4.51788972692762
"777",45,648.55184,258.348922306394,25,23,1,0,2
"778",46,25729.5032569105,10074.763866971,246,23,1,0,18.1107030765955
"779",47,1026.32596666667,886.8435673831,150,23,1,0,2
"780",48,676.837739506173,1308.3325258451,81,23,1,0,2
"781",49,1586.47212275862,1118.52738445409,145,23,1,0,2
"782",50,1364.28186851852,1365.43755779832,432,23,1,0,4.3104331952955
"783",51,2614.1160115942,2728.77441253546,414,23,1,0,8.25530840800058
"784",52,623.114527472528,338.061394747391,91,23,1,0,2
"785",53,788.831562732919,596.729438708668,322,23,1,0,2
"786",54,3125.60211162791,3003.75593249709,688,23,1,0,15.1014415894649
"787",55,3145.38265483871,1102.26268102537,31,23,1,0,2
"788",56,3341.34520194175,1889.50200414653,103,23,1,0,2
"789",57,3276.38319708029,2337.67604022285,137,23,1,0,2.34029292752227
"790",58,719.147791666666,435.371547818315,36,23,1,0,2
"791",59,221.85,9.2510780182636,2,23,1,0,2
"792",60,5468.18472682927,2375.03480259661,82,23,1,0,2
"793",61,1968.54885578947,1161.30432254102,95,23,1,0,2
"794",62,2600.33041511628,6267.143611477,86,23,1,0,3.93852335661502
"795",63,505.6365,38.9171669695714,4,23,1,0,2
"796",64,23372.4333943662,15957.0099840384,71,23,1,0,8.27894872609284
"797",65,1170.38,0,1,23,1,0,1
"798",66,820.815133333333,273.935311513152,9,23,1,0,2
"799",67,350.99,30.4701056574392,7,23,1,0,2
"800",1,566.637432352941,82.6491182848043,476,24,1,0,7.81685376193794
"801",2,62.4822,0,1,24,1,0,1
"802",3,673.473624413145,62.8897618945178,213,24,1,0,2.66162191427033
"803",4,470.493625510204,474.809193926179,49,24,1,0,4.62276705487067
"804",5,215.835247560209,55.0500194659484,382,24,1,0,4.17837726215767
"805",6,89.6913420416667,101.358505993091,24,24,1,0,2
"806",7,58.1379891232877,55.4250947701846,365,24,1,0,4.0196303672251
"807",8,37.7987785236641,59.9719239573362,655,24,1,0,7.80505722113152
"808",9,45.1142943962264,43.4954630314408,265,24,1,0,2.2902170425991
"809",1,264.495,30.6956593520249,6,25,1,0,2
"810",2,801.731,53.8973222134252,3,25,1,0,2
"811",3,249.416333333333,28.2221749332499,6,25,1,0,2
"812",4,824.270333333333,25.1898689541238,3,25,1,0,2
"813",5,287.155383333333,232.639208301821,12,25,1,0,2
"814",6,875.9455,38.0214851777912,2,25,1,0,2
"815",7,976.827,0,1,25,1,0,1
"816",8,83.03585,2.64426116358615,2,25,1,0,2
"817",9,341.095,0,1,25,1,0,1
"818",10,137.7395,5.57094077557821,2,25,1,0,2
"819",11,561.378,0,1,25,1,0,1
"820",12,250.06475,23.5227604994742,4,25,1,0,2
"821",13,115.404833333333,67.8862336306465,3,25,1,0,2
"822",14,73.8337,1.63058823741618,2,25,1,0,2
"823",15,213.6922,211.454220967324,9,25,1,0,2
"824",16,183.8202,64.5022618973339,10,25,1,0,2
"825",17,287.642,0,1,25,1,0,1
"826",18,1794.43157704918,2255.22029387026,61,25,1,0,2
"827",19,880.07517213198,1448.87290783107,788,25,1,0,7.51864283240965
"828",20,1206.31046460606,1469.59114552543,495,25,1,0,4.79054220660949
"829",21,4645.77821962236,6138.47906067263,662,25,1,0,26.760961513018
"830",22,2660.34479304397,3544.70091656444,887,25,1,0,20.705520990441
"831",23,3705.85433934272,4428.4581198648,213,25,1,0,6.21176604720012
"832",24,16514.0364322979,19936.356620301,470,25,1,0,61.7058866253275
"833",25,1037.5553886395,1194.53368894759,1448,25,1,0,11.3906867742981
"834",26,959.058101638419,1232.83580275677,177,25,1,0,2
"835",27,638.734911995952,1010.19468745292,247,25,1,0,2
"836",28,1151.58307804416,1128.3867308338,634,25,1,0,4.71118516334097
"837",29,2882.16457544532,3206.87894912635,887,25,1,0,18.7322149196435
"838",30,306.72459815126,301.112028480584,119,25,1,0,2
"839",31,615.506284117647,959.703912386747,204,25,1,0,2
"840",32,1675.74028627907,2506.97193326138,645,25,1,0,10.6485906358124
"841",33,1059.37267384783,1700.6993068413,460,25,1,0,5.1519105223752
"842",34,1307.985,348.35397984261,20,25,1,0,2
"843",35,194.004192741935,196.198682361032,62,25,1,0,2
"844",36,6155.39747164383,6265.78900320139,219,25,1,0,9.03655354480187
"845",37,1797.88498266254,2393.93249045358,1615,25,1,0,25.4605259571168
"846",38,982.204391592357,1573.90601959162,471,25,1,0,4.88182996495697
"847",39,1308.89709555556,1812.99491651891,747,25,1,0,8.91867079226568
"848",40,1019.49800733591,1551.33834131793,259,25,1,0,2.64599631827721
"849",41,1762.86929601279,2530.05022878392,1095,25,1,0,18.2442581068002
"850",42,664.070384053334,1078.19103491902,375,25,1,0,2.66262453403243
"851",43,3819.01755558642,3887.2524550245,324,25,1,0,8.29412740058643
"852",44,125.643265625,171.146553503669,16,25,1,0,2
"853",45,11143.4194974895,2882.26156684686,239,25,1,0,4.53643024155666
"854",46,2625.85789954545,2321.98222088405,154,25,1,0,2.35484624602313
"855",47,1097.54150610785,1474.11600908477,1057,25,1,0,10.2609978186947
"856",48,230.304727272727,69.1367427664774,11,25,1,0,2
"857",49,2512.49747698225,2492.03646743352,169,25,1,0,2.77347364412171
"858",50,2246.47288857181,3956.68522967806,369,25,1,0,9.61481236215183
"859",51,384.3881815,674.11987191965,200,25,1,0,2
"860",52,3716.67841027668,2719.35753879463,253,25,1,0,4.53074665464074
"861",53,1039.9367125641,1134.2769039006,39,25,1,0,2
"862",54,579.725987096774,264.580476376946,31,25,1,0,2
"863",55,837.308262962963,272.143143517812,81,25,1,0,2
"864",56,1144.074995,1346.37412976188,26,25,1,0,2
"865",57,1964.18818181818,435.748445524872,11,25,1,0,2
"866",58,375.316,0,1,25,1,0,1
"867",59,231.024,0,1,25,1,0,1
"868",60,28.4491,1.34972542392888,2,25,1,0,2
"869",61,3485.86882352941,311.381972910072,17,25,1,0,2
"870",62,283.770015384615,202.167099142658,13,25,1,0,2
"871",63,102.21928,34.8918541474608,5,25,1,0,2
"872",64,41.4180273333333,42.5431898686888,3,25,1,0,2
"873",65,38576.3862745098,2696.72468192217,306,25,1,0,5.43426711474755
"874",66,45169.0105263158,1482.10698147801,38,25,1,0,2
"875",67,2305.994375,196.110061213108,16,25,1,0,2
"876",1,38.6683,0.92404714165458,2,26,1,0,2
"877",2,273.395,0,1,26,1,0,1
"878",3,41.1011,0,1,26,1,0,1
"879",4,346.714,0,1,26,1,0,1
"880",5,869.276,0,1,26,1,0,1
"881",6,138.0374964,106.782895277507,5,26,1,0,2
"882",7,215.1945,17.912075427627,2,26,1,0,2
"883",8,1275.68,0,1,26,1,0,1
"884",9,259.024,14.790552542079,2,26,1,0,2
"885",10,321.855696296296,377.20227191996,27,26,1,0,2.67901721131118
"886",11,338.118275,228.477417106814,4,26,1,0,2
"887",12,324.423,196.810819582114,3,26,1,0,2
"888",13,629.555918181818,388.426366360344,33,26,1,0,3.3717866104036
"889",14,1253.08506285714,2148.82619412248,35,26,1,0,19.7836660941102
"890",15,219.549333333333,152.654775115844,18,26,1,0,2
"891",16,318.586521428571,297.94846958351,70,26,1,0,5.486263199529
"892",17,330.272604395604,385.871094551132,91,26,1,0,9.23679019188185
"893",18,324.072302,237.468177000367,50,26,1,0,3.12329396700064
"894",19,463.724818518519,438.458593810759,27,26,1,0,3.11408018113677
"895",20,351.024210526316,287.953753627177,57,26,1,0,4.31752677531825
"896",21,267.890494210526,276.489368506775,190,26,1,0,13.8187728246867
"897",22,3229.79894117647,1538.45705573167,17,26,1,0,6.87973545953382
